Training1  	Training2  	Test 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
11 	11 	11 
